id,title,category,subcategory,parent_id,difficulty,importance,game_phases,aliases,related_concepts,review_status
bishop_vs_knight.fixed_pawns_on_the_bishops_colour,Fixed Pawns on the Bishop's Colour,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.bad_bishop_versus_good_knight|bishop_vs_knight.creating_pawns_on_both_wings,ontology_only
bishop_vs_knight.creating_pawns_on_both_wings,Creating Pawns on Both Wings,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.fixed_pawns_on_the_bishops_colour|bishop_vs_knight.exchange_decision_in_bishop_versus_knight_positions,ontology_only
bishop_vs_knight.exchange_decision_in_bishop_versus_knight_positions,Exchange Decision in Bishop-versus-Knight Positions,Bishop versus Knight,Minor-Piece Imbalance,,intermediate,7,universal,,bishop_vs_knight.creating_pawns_on_both_wings|bishop_vs_knight.bishop_versus_knight_imbalance,ontology_only
minor_piece_endgames.single_minor_piece_endgame,Single-Minor-Piece Endgame,Minor-Piece Endgames,Minor-Piece Technique,,intermediate,7,endgame,,minor_piece_endgames.transition_to_a_pawn_endgame|minor_piece_endgames.two_bishop_endgame,ontology_only
minor_piece_endgames.two_bishop_endgame,Two-Bishop Endgame,Minor-Piece Endgames,Minor-Piece Technique,,intermediate,7,endgame,,minor_piece_endgames.single_minor_piece_endgame|minor_piece_endgames.two_knight_endgame,ontology_only
minor_piece_endgames.two_knight_endgame,Two-Knight Endgame,Minor-Piece Endgames,Minor-Piece Technique,,intermediate,7,endgame,,minor_piece_endgames.two_bishop_endgame|minor_piece_endgames.bishop_and_knight_endgame,ontology_only
minor_piece_endgames.bishop_and_knight_endgame,Bishop and Knight Endgame,Minor-Piece Endgames,Minor-Piece Technique,,intermediate,7,endgame,,minor_piece_endgames.two_knight_endgame|minor_piece_endgames.minor_piece_versus_pawns,ontology_only
minor_piece_endgames.minor_piece_versus_pawns,Minor Piece versus Pawns,Minor-Piece Endgames,Minor-Piece Technique,,intermediate,7,endgame,,minor_piece_endgames.bishop_and_knight_endgame|minor_piece_endgames.minor_piece_and_pawn_versus_minor_piece,ontology_only
minor_piece_endgames.minor_piece_and_pawn_versus_minor_piece,Minor Piece and Pawn versus Minor Piece,Minor-Piece Endgames,Minor-Piece Technique,,intermediate,7,endgame,,minor_piece_endgames.minor_piece_versus_pawns|minor_piece_endgames.minor_piece_activity,ontology_only
minor_piece_endgames.minor_piece_activity,Minor-Piece Activity,Minor-Piece Endgames,Minor-Piece Technique,,intermediate,7,endgame,,minor_piece_endgames.minor_piece_and_pawn_versus_minor_piece|minor_piece_endgames.minor_piece_domination,ontology_only
minor_piece_endgames.minor_piece_domination,Minor-Piece Domination,Minor-Piece Endgames,Minor-Piece Technique,,advanced,7,endgame,,minor_piece_endgames.minor_piece_activity|minor_piece_endgames.minor_piece_zugzwang,ontology_only
minor_piece_endgames.minor_piece_zugzwang,Minor-Piece Zugzwang,Minor-Piece Endgames,Minor-Piece Technique,,advanced,7,endgame,,minor_piece_endgames.minor_piece_domination|minor_piece_endgames.king_support_for_a_minor_piece,ontology_only
minor_piece_endgames.king_support_for_a_minor_piece,King Support for a Minor Piece,Minor-Piece Endgames,Minor-Piece Technique,,intermediate,7,endgame,,minor_piece_endgames.minor_piece_zugzwang|minor_piece_endgames.sacrificing_a_minor_piece_for_pawns,ontology_only
minor_piece_endgames.sacrificing_a_minor_piece_for_pawns,Sacrificing a Minor Piece for Pawns,Minor-Piece Endgames,Minor-Piece Technique,,intermediate,7,endgame,,minor_piece_endgames.king_support_for_a_minor_piece|minor_piece_endgames.transition_to_a_pawn_endgame,ontology_only
minor_piece_endgames.transition_to_a_pawn_endgame,Transition to a Pawn Endgame,Minor-Piece Endgames,Minor-Piece Technique,,intermediate,7,endgame,,minor_piece_endgames.sacrificing_a_minor_piece_for_pawns|minor_piece_endgames.single_minor_piece_endgame,ontology_only
mixed_material_endgames.queen_versus_rook_endgame,Queen versus Rook Endgame,Mixed-Material Endgames,Material Imbalances,,intermediate,7,endgame,,mixed_material_endgames.exchange_sacrifice_in_the_endgame|mixed_material_endgames.queen_versus_minor_piece_endgame,ontology_only
mixed_material_endgames.queen_versus_minor_piece_endgame,Queen versus Minor Piece Endgame,Mixed-Material Endgames,Material Imbalances,,intermediate,7,endgame,,mixed_material_endgames.queen_versus_rook_endgame|mixed_material_endgames.rook_versus_minor_piece_endgame,ontology_only
mixed_material_endgames.rook_versus_minor_piece_endgame,Rook versus Minor Piece Endgame,Mixed-Material Endgames,Material Imbalances,,intermediate,7,endgame,,mixed_material_endgames.queen_versus_minor_piece_endgame|mixed_material_endgames.rook_and_minor_piece_versus_rook,ontology_only
mixed_material_endgames.rook_and_minor_piece_versus_rook,Rook and Minor Piece versus Rook,Mixed-Material Endgames,Material Imbalances,,intermediate,7,endgame,,mixed_material_endgames.rook_versus_minor_piece_endgame|mixed_material_endgames.rook_versus_two_minor_pieces,ontology_only
mixed_material_endgames.rook_versus_two_minor_pieces,Rook versus Two Minor Pieces,Mixed-Material Endgames,Material Imbalances,,intermediate,7,endgame,,mixed_material_endgames.rook_and_minor_piece_versus_rook|mixed_material_endgames.queen_versus_two_rooks_endgame,ontology_only
mixed_material_endgames.queen_versus_two_rooks_endgame,Queen versus Two Rooks Endgame,Mixed-Material Endgames,Material Imbalances,,expert,6,endgame,,mixed_material_endgames.rook_versus_two_minor_pieces|mixed_material_endgames.queen_versus_three_minor_pieces,ontology_only
mixed_material_endgames.queen_versus_three_minor_pieces,Queen versus Three Minor Pieces,Mixed-Material Endgames,Material Imbalances,,expert,6,endgame,,mixed_material_endgames.queen_versus_two_rooks_endgame|mixed_material_endgames.material_balance_assessment,ontology_only
mixed_material_endgames.material_balance_assessment,Material-Balance Assessment,Mixed-Material Endgames,Material Imbalances,,beginner,7,endgame,,mixed_material_endgames.queen_versus_three_minor_pieces|mixed_material_endgames.coordination_in_material_imbalances,ontology_only
mixed_material_endgames.coordination_in_material_imbalances,Coordination in Material Imbalances,Mixed-Material Endgames,Material Imbalances,,beginner,7,endgame,,mixed_material_endgames.material_balance_assessment|mixed_material_endgames.fortress_with_material_imbalance,ontology_only
mixed_material_endgames.fortress_with_material_imbalance,Fortress with Material Imbalance,Mixed-Material Endgames,Material Imbalances,,advanced,7,endgame,,mixed_material_endgames.coordination_in_material_imbalances|mixed_material_endgames.perpetual_check_potential,ontology_only
mixed_material_endgames.perpetual_check_potential,Perpetual-Check Potential,Mixed-Material Endgames,Material Imbalances,,intermediate,7,endgame,,mixed_material_endgames.fortress_with_material_imbalance|mixed_material_endgames.exchange_sacrifice_in_the_endgame,ontology_only
mixed_material_endgames.exchange_sacrifice_in_the_endgame,Exchange Sacrifice in the Endgame,Mixed-Material Endgames,Material Imbalances,,intermediate,7,endgame,,mixed_material_endgames.perpetual_check_potential|mixed_material_endgames.queen_versus_rook_endgame,ontology_only
drawing_mechanisms.fortress,Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.drawing_by_pawn_elimination|drawing_mechanisms.positional_fortress|defence.fortress,ontology_only
drawing_mechanisms.positional_fortress,Positional Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.fortress|drawing_mechanisms.material_fortress,ontology_only
drawing_mechanisms.material_fortress,Material Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.positional_fortress|drawing_mechanisms.wrong_bishop_fortress,ontology_only
drawing_mechanisms.wrong_bishop_fortress,Wrong-Bishop Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.material_fortress|drawing_mechanisms.opposite_coloured_bishop_fortress|bishop_endgames.wrong_bishop_fortress,ontology_only
drawing_mechanisms.opposite_coloured_bishop_fortress,Opposite-Coloured Bishop Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.wrong_bishop_fortress|drawing_mechanisms.rook_fortress|bishop_endgames.opposite_coloured_bishop_fortress,ontology_only
drawing_mechanisms.rook_fortress,Rook Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.opposite_coloured_bishop_fortress|drawing_mechanisms.queen_fortress,ontology_only
drawing_mechanisms.queen_fortress,Queen Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.rook_fortress|drawing_mechanisms.knight_fortress,ontology_only
drawing_mechanisms.knight_fortress,Knight Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.queen_fortress|drawing_mechanisms.perpetual_check|knight_endgames.knight_fortress,ontology_only
drawing_mechanisms.perpetual_check,Perpetual Check,Fortresses and Drawing Mechanisms,Drawing Methods,,intermediate,7,endgame,,drawing_mechanisms.knight_fortress|drawing_mechanisms.threefold_repetition|tactics.perpetual_check|defence.perpetual_check,ontology_only
drawing_mechanisms.threefold_repetition,Threefold Repetition,Fortresses and Drawing Mechanisms,Drawing Methods,,intermediate,7,endgame,,drawing_mechanisms.perpetual_check|drawing_mechanisms.stalemate,ontology_only
drawing_mechanisms.stalemate,Stalemate,Fortresses and Drawing Mechanisms,Drawing Methods,,intermediate,7,endgame,,drawing_mechanisms.threefold_repetition|drawing_mechanisms.stalemate_sacrifice|defence.stalemate,ontology_only
drawing_mechanisms.stalemate_sacrifice,Stalemate Sacrifice,Fortresses and Drawing Mechanisms,Drawing Methods,,intermediate,7,endgame,,drawing_mechanisms.stalemate|drawing_mechanisms.mutual_zugzwang,ontology_only
drawing_mechanisms.mutual_zugzwang,Mutual Zugzwang,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.stalemate_sacrifice|drawing_mechanisms.insufficient_progress|pawn_endgames.mutual_zugzwang,ontology_only
drawing_mechanisms.insufficient_progress,Insufficient Progress,Fortresses and Drawing Mechanisms,Drawing Methods,,intermediate,7,endgame,,drawing_mechanisms.mutual_zugzwang|drawing_mechanisms.blockade_fortress,ontology_only
drawing_mechanisms.blockade_fortress,Blockade Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.insufficient_progress|drawing_mechanisms.sacrificial_fortress,ontology_only
drawing_mechanisms.sacrificial_fortress,Sacrificial Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.blockade_fortress|drawing_mechanisms.corner_fortress,ontology_only
drawing_mechanisms.corner_fortress,Corner Fortress,Fortresses and Drawing Mechanisms,Drawing Methods,,advanced,7,endgame,,drawing_mechanisms.sacrificial_fortress|drawing_mechanisms.defensive_setup_without_counterplay,ontology_only
drawing_mechanisms.defensive_setup_without_counterplay,Defensive Setup without Counterplay,Fortresses and Drawing Mechanisms,Drawing Methods,,intermediate,7,endgame,,drawing_mechanisms.corner_fortress|drawing_mechanisms.drawing_by_piece_sacrifice,ontology_only
drawing_mechanisms.drawing_by_piece_sacrifice,Drawing by Piece Sacrifice,Fortresses and Drawing Mechanisms,Drawing Methods,,intermediate,7,endgame,,drawing_mechanisms.defensive_setup_without_counterplay|drawing_mechanisms.drawing_by_pawn_elimination,ontology_only
drawing_mechanisms.drawing_by_pawn_elimination,Drawing by Pawn Elimination,Fortresses and Drawing Mechanisms,Drawing Methods,,intermediate,7,endgame,,drawing_mechanisms.drawing_by_piece_sacrifice|drawing_mechanisms.fortress,ontology_only
conversion.realizing_a_material_advantage,Realizing a Material Advantage,Conversion of Advantages,Conversion Technique,,beginner,7,universal,,conversion.choosing_attack_versus_simplification|conversion.realizing_a_positional_advantage,ontology_only
conversion.realizing_a_positional_advantage,Realizing a Positional Advantage,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.realizing_a_material_advantage|conversion.simplification,ontology_only
conversion.simplification,Simplification,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.realizing_a_positional_advantage|conversion.correct_exchanges,ontology_only
conversion.correct_exchanges,Correct Exchanges,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.simplification|conversion.exchange_pieces_when_ahead,ontology_only
conversion.exchange_pieces_when_ahead,Exchange Pieces when Ahead,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.correct_exchanges|conversion.preserve_pawns_when_ahead,ontology_only
conversion.preserve_pawns_when_ahead,Preserve Pawns when Ahead,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.exchange_pieces_when_ahead|conversion.avoid_counterplay,ontology_only
conversion.avoid_counterplay,Avoid Counterplay,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.preserve_pawns_when_ahead|conversion.consolidation,ontology_only
conversion.consolidation,Consolidation,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.avoid_counterplay|conversion.improve_before_acting|defence.consolidation,ontology_only
conversion.improve_before_acting,Improve before Acting,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.consolidation|conversion.do_not_rush,ontology_only
conversion.do_not_rush,Do Not Rush,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.improve_before_acting|conversion.create_a_second_weakness,ontology_only
conversion.create_a_second_weakness,Create a Second Weakness,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.do_not_rush|conversion.activate_the_king,ontology_only
conversion.activate_the_king,Activate the King,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.create_a_second_weakness|conversion.convert_into_a_favourable_endgame,ontology_only
conversion.convert_into_a_favourable_endgame,Convert into a Favourable Endgame,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.activate_the_king|conversion.return_material_for_simplification,ontology_only
conversion.return_material_for_simplification,Return Material for Simplification,Conversion of Advantages,Conversion Technique,,beginner,7,universal,,conversion.convert_into_a_favourable_endgame|conversion.avoid_unnecessary_complications,ontology_only
conversion.avoid_unnecessary_complications,Avoid Unnecessary Complications,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.return_material_for_simplification|conversion.technical_phase,ontology_only
conversion.technical_phase,Technical Phase,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.avoid_unnecessary_complications|conversion.winning_without_allowing_counterplay,ontology_only
conversion.winning_without_allowing_counterplay,Winning without Allowing Counterplay,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.technical_phase|conversion.maintaining_concentration,ontology_only
conversion.maintaining_concentration,Maintaining Concentration,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.winning_without_allowing_counterplay|conversion.avoiding_complacency,ontology_only
conversion.avoiding_complacency,Avoiding Complacency,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.maintaining_concentration|conversion.recognizing_fortresses,ontology_only
conversion.recognizing_fortresses,Recognizing Fortresses,Conversion of Advantages,Conversion Technique,,advanced,7,universal,,conversion.avoiding_complacency|conversion.choosing_attack_versus_simplification,ontology_only
conversion.choosing_attack_versus_simplification,Choosing Attack versus Simplification,Conversion of Advantages,Conversion Technique,,intermediate,7,universal,,conversion.recognizing_fortresses|conversion.realizing_a_material_advantage,ontology_only
practical_chess.practical_chances,Practical Chances,Practical Chess,Practical Skills,,intermediate,7,universal,,practical_chess.recognizing_critical_moments|practical_chess.defending_worse_positions,ontology_only
practical_chess.defending_worse_positions,Defending Worse Positions,Practical Chess,Practical Skills,,intermediate,7,universal,,practical_chess.practical_chances|practical_chess.converting_better_positions,ontology_only
practical_chess.converting_better_positions,Converting Better Positions,Practical Chess,Practical Skills,,intermediate,7,universal,,practical_chess.defending_worse_positions|practical_chess.playing_for_tricks,ontology_only
practical_chess.playing_for_tricks,Playing for Tricks,Practical Chess,Practical Skills,,intermediate,7,universal,,practical_chess.converting_better_positions|practical_chess.avoiding_hope_chess,ontology_only
practical_chess.avoiding_hope_chess,Avoiding Hope Chess,Practical Chess,Practical Skills,,intermediate,7,universal,,practical_chess.playing_for_tricks|practical_chess.avoiding_automatic_moves,ontology_only
practical_chess.avoiding_automatic_moves,Avoiding Automatic Moves,Practical Chess,Practical Skills,,intermediate,7,universal,,practical_chess.avoiding_hope_chess|practical_chess.risk_management,ontology_only
practical_chess.risk_management,Risk Management,Practical Chess,Practical Skills,,intermediate,7,universal,,practical_chess.avoiding_automatic_moves|practical_chess.opponent_awareness,ontology_only
practical_chess.opponent_awareness,Opponent Awareness,Practical Chess,Practical Skills,,intermediate,7,universal,,practical_chess.risk_management|practical_chess.rechecking_after_gaining_an_advantage,ontology_only
practical_chess.rechecking_after_gaining_an_advantage,Rechecking after Gaining an Advantage,Practical Chess,Practical Skills,,intermediate,7,universal,,practical_chess.opponent_awareness|practical_chess.recognizing_critical_moments,ontology_only
practical_chess.recognizing_critical_moments,Recognizing Critical Moments,Practical Chess,Practical Skills,,intermediate,7,universal,,practical_chess.rechecking_after_gaining_an_advantage|practical_chess.practical_chances,ontology_only
psychology.emotional_control,Emotional Control,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.accepting_a_drawn_position|psychology.objectivity,ontology_only
psychology.objectivity,Objectivity,Psychology,Competitive Psychology,,intermediate,10,universal,,psychology.emotional_control|psychology.resilience_after_a_mistake,ontology_only
psychology.resilience_after_a_mistake,Resilience after a Mistake,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.objectivity|psychology.confidence,ontology_only
psychology.confidence,Confidence,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.resilience_after_a_mistake|psychology.overconfidence,ontology_only
psychology.overconfidence,Overconfidence,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.confidence|psychology.fear_of_losing,ontology_only
psychology.fear_of_losing,Fear of Losing,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.overconfidence|psychology.fear_of_complications,ontology_only
psychology.fear_of_complications,Fear of Complications,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.fear_of_losing|psychology.impatience,ontology_only
psychology.impatience,Impatience,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.fear_of_complications|psychology.complacency,ontology_only
psychology.complacency,Complacency,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.impatience|psychology.tilt_control,ontology_only
psychology.tilt_control,Tilt Control,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.complacency|psychology.opponent_intimidation,ontology_only
psychology.opponent_intimidation,Opponent Intimidation,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.tilt_control|psychology.result_oriented_thinking,ontology_only
psychology.result_oriented_thinking,Result-Oriented Thinking,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.opponent_intimidation|psychology.process_oriented_thinking,ontology_only
psychology.process_oriented_thinking,Process-Oriented Thinking,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.result_oriented_thinking|psychology.maintaining_fighting_spirit,ontology_only
psychology.maintaining_fighting_spirit,Maintaining Fighting Spirit,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.process_oriented_thinking|psychology.patience,ontology_only
psychology.patience,Patience,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.maintaining_fighting_spirit|psychology.material_greed,ontology_only
psychology.material_greed,Material Greed,Psychology,Competitive Psychology,,beginner,7,universal,,psychology.patience|psychology.tilt,ontology_only
psychology.tilt,Tilt,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.material_greed|psychology.fighting_spirit,ontology_only
psychology.fighting_spirit,Fighting Spirit,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.tilt|psychology.accepting_a_drawn_position,ontology_only
psychology.accepting_a_drawn_position,Accepting a Drawn Position,Psychology,Competitive Psychology,,intermediate,7,universal,,psychology.fighting_spirit|psychology.emotional_control,ontology_only
time_management.time_budget,Time Budget,Time Management,Clock Management,,intermediate,10,universal,,time_management.decision_under_pressure|time_management.opening_time_economy,ontology_only
time_management.opening_time_economy,Opening Time Economy,Time Management,Clock Management,,intermediate,7,universal,,time_management.time_budget|time_management.critical_moment_time_investment,ontology_only
time_management.critical_moment_time_investment,Critical-Moment Time Investment,Time Management,Clock Management,,intermediate,7,universal,,time_management.opening_time_economy|time_management.complexity_based_time_allocation,ontology_only
time_management.complexity_based_time_allocation,Complexity-Based Time Allocation,Time Management,Clock Management,,intermediate,7,universal,,time_management.critical_moment_time_investment|time_management.time_reserve,ontology_only
time_management.time_reserve,Time Reserve,Time Management,Clock Management,,intermediate,7,universal,,time_management.complexity_based_time_allocation|time_management.time_trouble_prevention,ontology_only
time_management.time_trouble_prevention,Time-Trouble Prevention,Time Management,Clock Management,,intermediate,7,universal,,time_management.time_reserve|time_management.time_trouble_decision_making,ontology_only
time_management.time_trouble_decision_making,Time-Trouble Decision Making,Time Management,Clock Management,,intermediate,7,universal,,time_management.time_trouble_prevention|time_management.clock_awareness,ontology_only
time_management.clock_awareness,Clock Awareness,Time Management,Clock Management,,intermediate,7,universal,,time_management.time_trouble_decision_making|time_management.opponents_clock,ontology_only
time_management.opponents_clock,Opponent's Clock,Time Management,Clock Management,,intermediate,7,universal,,time_management.clock_awareness|time_management.increment_management,ontology_only
time_management.increment_management,Increment Management,Time Management,Clock Management,,intermediate,7,universal,,time_management.opponents_clock|time_management.move_time_benchmark,ontology_only
time_management.move_time_benchmark,Move-Time Benchmark,Time Management,Clock Management,,intermediate,7,universal,,time_management.increment_management|time_management.fast_blunder_check,ontology_only
time_management.fast_blunder_check,Fast Blunder Check,Time Management,Clock Management,,beginner,7,universal,,time_management.move_time_benchmark|time_management.time_pressure,ontology_only
time_management.time_pressure,Time Pressure,Time Management,Clock Management,,intermediate,7,universal,,time_management.fast_blunder_check|time_management.decision_under_pressure,ontology_only
time_management.decision_under_pressure,Decision under Pressure,Time Management,Clock Management,,intermediate,7,universal,,time_management.time_pressure|time_management.time_budget,ontology_only
training.tactical_puzzle_training,Tactical Puzzle Training,Training Methods,Training Design,,intermediate,7,universal,,training.training_by_difficulty|training.calculation_training,ontology_only
training.calculation_training,Calculation Training,Training Methods,Training Design,,intermediate,7,universal,,training.tactical_puzzle_training|training.visualization_training,ontology_only
training.visualization_training,Visualization Training,Training Methods,Training Design,,intermediate,7,universal,,training.calculation_training|training.blindfold_calculation,ontology_only
training.blindfold_calculation,Blindfold Calculation,Training Methods,Training Design,,intermediate,7,universal,,training.visualization_training|training.endgame_training,ontology_only
training.endgame_training,Endgame Training,Training Methods,Training Design,,intermediate,7,universal,,training.blindfold_calculation|training.model_games,ontology_only
training.model_games,Model Games,Training Methods,Training Design,,intermediate,7,universal,,training.endgame_training|training.annotated_games,ontology_only
training.annotated_games,Annotated Games,Training Methods,Training Design,,intermediate,7,universal,,training.model_games|training.pawn_structure_training,ontology_only
training.pawn_structure_training,Pawn-Structure Training,Training Methods,Training Design,,intermediate,7,universal,,training.annotated_games|training.position_classification,ontology_only
training.position_classification,Position Classification,Training Methods,Training Design,,intermediate,7,universal,,training.pawn_structure_training|training.candidate_move_exercises,ontology_only
training.candidate_move_exercises,Candidate-Move Exercises,Training Methods,Training Design,,intermediate,7,universal,,training.position_classification|training.guess_the_move_training,ontology_only
training.guess_the_move_training,Guess-the-Move Training,Training Methods,Training Design,,intermediate,7,universal,,training.candidate_move_exercises|training.spaced_repetition,ontology_only
training.spaced_repetition,Spaced Repetition,Training Methods,Training Design,,intermediate,7,universal,,training.guess_the_move_training|training.flashcard_training,ontology_only
training.flashcard_training,Flashcard Training,Training Methods,Training Design,,intermediate,7,universal,,training.spaced_repetition|training.thematic_position_sets,ontology_only
training.thematic_position_sets,Thematic Position Sets,Training Methods,Training Design,,intermediate,7,universal,,training.flashcard_training|training.study_solving,ontology_only
training.study_solving,Study Solving,Training Methods,Training Design,,intermediate,7,universal,,training.thematic_position_sets|training.endgame_study_training,ontology_only
training.endgame_study_training,Endgame Study Training,Training Methods,Training Design,,intermediate,7,universal,,training.study_solving|training.progress_tracking,ontology_only
training.progress_tracking,Progress Tracking,Training Methods,Training Design,,intermediate,7,universal,,training.endgame_study_training|training.weakness_tracking,ontology_only
training.weakness_tracking,Weakness Tracking,Training Methods,Training Design,,intermediate,7,universal,,training.progress_tracking|training.deliberate_practice,ontology_only
training.deliberate_practice,Deliberate Practice,Training Methods,Training Design,,intermediate,7,universal,,training.weakness_tracking|training.training_by_difficulty,ontology_only
training.training_by_difficulty,Training by Difficulty,Training Methods,Training Design,,intermediate,7,universal,,training.deliberate_practice|training.tactical_puzzle_training,ontology_only
game_analysis.game_reconstruction,Game Reconstruction,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.training_from_personal_games|game_analysis.critical_moment_detection,ontology_only
game_analysis.critical_moment_detection,Critical-Moment Detection,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.game_reconstruction|game_analysis.self_annotation,ontology_only
game_analysis.self_annotation,Self-Annotation,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.critical_moment_detection|game_analysis.question_based_annotation,ontology_only
game_analysis.question_based_annotation,Question-Based Annotation,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.self_annotation|game_analysis.opening_review,ontology_only
game_analysis.opening_review,Opening Review,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.question_based_annotation|game_analysis.middlegame_review,ontology_only
game_analysis.middlegame_review,Middlegame Review,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.opening_review|game_analysis.endgame_review,ontology_only
game_analysis.endgame_review,Endgame Review,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.middlegame_review|game_analysis.candidate_move_reconstruction,ontology_only
game_analysis.candidate_move_reconstruction,Candidate-Move Reconstruction,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.endgame_review|game_analysis.engine_comparison,ontology_only
game_analysis.engine_comparison,Engine Comparison,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.candidate_move_reconstruction|game_analysis.evaluation_swing_detection,ontology_only
game_analysis.evaluation_swing_detection,Evaluation-Swing Detection,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.engine_comparison|game_analysis.root_cause_analysis,ontology_only
game_analysis.root_cause_analysis,Root-Cause Analysis,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.evaluation_swing_detection|game_analysis.alternative_line_analysis,ontology_only
game_analysis.alternative_line_analysis,Alternative-Line Analysis,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.root_cause_analysis|game_analysis.lesson_extraction,ontology_only
game_analysis.lesson_extraction,Lesson Extraction,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.alternative_line_analysis|game_analysis.actionable_training_task,ontology_only
game_analysis.actionable_training_task,Actionable Training Task,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.lesson_extraction|game_analysis.self_analysis_before_engine_analysis,ontology_only
game_analysis.self_analysis_before_engine_analysis,Self-Analysis before Engine Analysis,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.actionable_training_task|game_analysis.engine_assisted_review,ontology_only
game_analysis.engine_assisted_review,Engine-Assisted Review,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.self_analysis_before_engine_analysis|game_analysis.training_from_personal_games,ontology_only
game_analysis.training_from_personal_games,Training from Personal Games,Game Analysis,Review Workflow,,intermediate,7,universal,,game_analysis.engine_assisted_review|game_analysis.game_reconstruction,ontology_only
mistakes.blunder,Blunder,Mistake Classification,Error Taxonomy,,beginner,7,universal,,mistakes.error_journal|mistakes.tactical_error,ontology_only
mistakes.tactical_error,Tactical Error,Mistake Classification,Error Taxonomy,,intermediate,7,universal,,mistakes.blunder|mistakes.positional_error,ontology_only
